gene	transcript
PB2015.5889	PB2015.5889.9
PB2015.5889	PB2015.5889.8
PB2015.15717	PB2015.15717.3
PB2015.1620	PB2015.1620.2
PB2015.12371	PB2015.12371.1
PB2015.12371	PB2015.12371.2
PB2015.65	PB2015.65.1
PB2015.1177	PB2015.1177.1
PB2015.1278	PB2015.1278.6
PB2015.16111	PB2015.16111.2
PB2015.1739	PB2015.1739.1
PB2015.12014	PB2015.12014.7
PB2015.16130	PB2015.16130.3
PB2015.16130	PB2015.16130.2
PB2015.16130	PB2015.16130.1
PB2015.16130	PB2015.16130.6
PB2015.16130	PB2015.16130.5
PB2015.16130	PB2015.16130.4
PB2015.2157	PB2015.2157.4
PB2015.2157	PB2015.2157.5
PB2015.2157	PB2015.2157.6
PB2015.2157	PB2015.2157.7
PB2015.2157	PB2015.2157.1
PB2015.2157	PB2015.2157.2
PB2015.8221	PB2015.8221.1
PB2015.15121	PB2015.15121.1
PB2015.1278	PB2015.1278.4
PB2015.4709	PB2015.4709.5
PB2015.4709	PB2015.4709.4
PB2015.4709	PB2015.4709.7
PB2015.4709	PB2015.4709.6
PB2015.4709	PB2015.4709.1
PB2015.3811	PB2015.3811.1
PB2015.4709	PB2015.4709.3
PB2015.4709	PB2015.4709.2
PB2015.14500	PB2015.14500.16
PB2015.12138	PB2015.12138.1
PB2015.14500	PB2015.14500.17
PB2015.14500	PB2015.14500.14
PB2015.4588	PB2015.4588.10
PB2015.4588	PB2015.4588.11
PB2015.14500	PB2015.14500.11
PB2015.14401	PB2015.14401.1
PB2015.13735	PB2015.13735.1
PB2015.13696	PB2015.13696.7
PB2015.13696	PB2015.13696.6
PB2015.13696	PB2015.13696.5
PB2015.4367	PB2015.4367.2
PB2015.4367	PB2015.4367.5
PB2015.4367	PB2015.4367.4
PB2015.13696	PB2015.13696.1
PB2015.11101	PB2015.11101.2
PB2015.15870	PB2015.15870.1
PB2015.11101	PB2015.11101.1
PB2015.3635	PB2015.3635.10
PB2015.8791	PB2015.8791.1
PB2015.5056	PB2015.5056.1
PB2015.6953	PB2015.6953.1
PB2015.6949	PB2015.6949.1
PB2015.8347	PB2015.8347.3
PB2015.7128	PB2015.7128.5
PB2015.7128	PB2015.7128.4
PB2015.7128	PB2015.7128.7
PB2015.7128	PB2015.7128.6
PB2015.7128	PB2015.7128.1
PB2015.3528	PB2015.3528.2
PB2015.7128	PB2015.7128.3
PB2015.7128	PB2015.7128.2
PB2015.7128	PB2015.7128.9
PB2015.12528	PB2015.12528.1
PB2015.12528	PB2015.12528.2
PB2015.14510	PB2015.14510.1
PB2015.3175	PB2015.3175.3
PB2015.3175	PB2015.3175.2
PB2015.3175	PB2015.3175.1
PB2015.6943	PB2015.6943.3
PB2015.6943	PB2015.6943.2
PB2015.6943	PB2015.6943.1
PB2015.6943	PB2015.6943.4
PB2015.2287	PB2015.2287.3
PB2015.4683	PB2015.4683.3
PB2015.11902	PB2015.11902.1
PB2015.16087	PB2015.16087.2
PB2015.11816	PB2015.11816.5
PB2015.1358	PB2015.1358.10
PB2015.87	PB2015.87.14
PB2015.2538	PB2015.2538.10
PB2015.87	PB2015.87.16
PB2015.87	PB2015.87.17
PB2015.87	PB2015.87.10
PB2015.87	PB2015.87.11
PB2015.7112	PB2015.7112.8
PB2015.7112	PB2015.7112.9
PB2015.7112	PB2015.7112.6
PB2015.11136	PB2015.11136.1
PB2015.7112	PB2015.7112.4
PB2015.11136	PB2015.11136.3
PB2015.7112	PB2015.7112.2
PB2015.7112	PB2015.7112.3
PB2015.14033	PB2015.14033.1
PB2015.7112	PB2015.7112.1
PB2015.11938	PB2015.11938.1
PB2015.8607	PB2015.8607.1
PB2015.13093	PB2015.13093.8
PB2015.10837	PB2015.10837.1
PB2015.2739	PB2015.2739.2
PB2015.2739	PB2015.2739.3
PB2015.2739	PB2015.2739.1
PB2015.2739	PB2015.2739.6
PB2015.2739	PB2015.2739.4
PB2015.2739	PB2015.2739.5
PB2015.5729	PB2015.5729.1
PB2015.5928	PB2015.5928.1
PB2015.9448	PB2015.9448.23
PB2015.2725	PB2015.2725.1
PB2015.7974	PB2015.7974.4
PB2015.6790	PB2015.6790.4
PB2015.3295	PB2015.3295.2
PB2015.13093	PB2015.13093.3
PB2015.3295	PB2015.3295.3
PB2015.1133	PB2015.1133.1
PB2015.9599	PB2015.9599.1
PB2015.5581	PB2015.5581.1
PB2015.5581	PB2015.5581.2
PB2015.3295	PB2015.3295.1
PB2015.4054	PB2015.4054.1
PB2015.1292	PB2015.1292.3
PB2015.1292	PB2015.1292.2
PB2015.1292	PB2015.1292.1
PB2015.16584	PB2015.16584.9
PB2015.16584	PB2015.16584.2
PB2015.6586	PB2015.6586.3
PB2015.6586	PB2015.6586.1
PB2015.16584	PB2015.16584.6
PB2015.16584	PB2015.16584.7
PB2015.16584	PB2015.16584.4
PB2015.16584	PB2015.16584.5
PB2015.9233	PB2015.9233.1
PB2015.9233	PB2015.9233.2
PB2015.9233	PB2015.9233.3
PB2015.9233	PB2015.9233.4
PB2015.9233	PB2015.9233.5
PB2015.700	PB2015.700.4
PB2015.16607	PB2015.16607.1
PB2015.3724	PB2015.3724.3
PB2015.3724	PB2015.3724.2
PB2015.3724	PB2015.3724.1
PB2015.16716	PB2015.16716.1
PB2015.5595	PB2015.5595.2
PB2015.5595	PB2015.5595.1
PB2015.3724	PB2015.3724.4
PB2015.15212	PB2015.15212.1
PB2015.15212	PB2015.15212.3
PB2015.15212	PB2015.15212.2
PB2015.15212	PB2015.15212.5
PB2015.15212	PB2015.15212.4
PB2015.6218	PB2015.6218.1
PB2015.6218	PB2015.6218.2
PB2015.6218	PB2015.6218.3
PB2015.7274	PB2015.7274.1
PB2015.15929	PB2015.15929.2
PB2015.700	PB2015.700.2
PB2015.14610	PB2015.14610.1
PB2015.1123	PB2015.1123.4
PB2015.1123	PB2015.1123.5
PB2015.1123	PB2015.1123.1
PB2015.1123	PB2015.1123.2
PB2015.1123	PB2015.1123.3
PB2015.5206	PB2015.5206.1
PB2015.5206	PB2015.5206.2
PB2015.9585	PB2015.9585.3
PB2015.9585	PB2015.9585.4
PB2015.9585	PB2015.9585.5
PB2015.9585	PB2015.9585.6
PB2015.9585	PB2015.9585.7
PB2015.6020	PB2015.6020.15
PB2015.2651	PB2015.2651.4
PB2015.15329	PB2015.15329.8
PB2015.15329	PB2015.15329.9
PB2015.15329	PB2015.15329.6
PB2015.15329	PB2015.15329.7
PB2015.15329	PB2015.15329.4
PB2015.15329	PB2015.15329.5
PB2015.15329	PB2015.15329.2
PB2015.15329	PB2015.15329.3
PB2015.15329	PB2015.15329.1
PB2015.3303	PB2015.3303.1
PB2015.6949	PB2015.6949.3
PB2015.6020	PB2015.6020.14
PB2015.826	PB2015.826.1
PB2015.8188	PB2015.8188.2
PB2015.10337	PB2015.10337.1
PB2015.10337	PB2015.10337.2
PB2015.10337	PB2015.10337.3
PB2015.7246	PB2015.7246.1
PB2015.13980	PB2015.13980.1
PB2015.8188	PB2015.8188.1
PB2015.5780	PB2015.5780.3
PB2015.5780	PB2015.5780.2
PB2015.5780	PB2015.5780.1
PB2015.6600	PB2015.6600.1
PB2015.14590	PB2015.14590.4
PB2015.2831	PB2015.2831.11
PB2015.2831	PB2015.2831.10
PB2015.2831	PB2015.2831.12
PB2015.2618	PB2015.2618.1
PB2015.2618	PB2015.2618.2
PB2015.2618	PB2015.2618.3
PB2015.12600	PB2015.12600.1
PB2015.2382	PB2015.2382.3
PB2015.8966	PB2015.8966.5
PB2015.3313	PB2015.3313.1
PB2015.14251	PB2015.14251.1
PB2015.382	PB2015.382.1
PB2015.8918	PB2015.8918.3
PB2015.2374	PB2015.2374.3
PB2015.190	PB2015.190.1
PB2015.190	PB2015.190.2
PB2015.190	PB2015.190.3
PB2015.190	PB2015.190.4
PB2015.190	PB2015.190.5
PB2015.2374	PB2015.2374.5
PB2015.2374	PB2015.2374.4
PB2015.190	PB2015.190.8
PB2015.1934	PB2015.1934.1
PB2015.2374	PB2015.2374.9
PB2015.2374	PB2015.2374.8
PB2015.11272	PB2015.11272.1
PB2015.4123	PB2015.4123.1
PB2015.10327	PB2015.10327.3
PB2015.10327	PB2015.10327.2
PB2015.10327	PB2015.10327.1
PB2015.10327	PB2015.10327.6
PB2015.10327	PB2015.10327.5
PB2015.10327	PB2015.10327.4
PB2015.15779	PB2015.15779.1
PB2015.7354	PB2015.7354.3
PB2015.4085	PB2015.4085.1
PB2015.13447	PB2015.13447.2
PB2015.3546	PB2015.3546.9
PB2015.3546	PB2015.3546.8
PB2015.9410	PB2015.9410.9
PB2015.9410	PB2015.9410.8
PB2015.13447	PB2015.13447.1
PB2015.3546	PB2015.3546.1
PB2015.9410	PB2015.9410.2
PB2015.9410	PB2015.9410.1
PB2015.3546	PB2015.3546.2
PB2015.3546	PB2015.3546.5
PB2015.9410	PB2015.9410.6
PB2015.3546	PB2015.3546.7
PB2015.3546	PB2015.3546.6
PB2015.5408	PB2015.5408.1
PB2015.5408	PB2015.5408.2
PB2015.5408	PB2015.5408.3
PB2015.6588	PB2015.6588.1
PB2015.7161	PB2015.7161.6
PB2015.4401	PB2015.4401.2
PB2015.4401	PB2015.4401.3
PB2015.4401	PB2015.4401.1
PB2015.4401	PB2015.4401.4
PB2015.4401	PB2015.4401.5
PB2015.2893	PB2015.2893.4
PB2015.2893	PB2015.2893.1
PB2015.2893	PB2015.2893.3
PB2015.2893	PB2015.2893.2
PB2015.4133	PB2015.4133.4
PB2015.4133	PB2015.4133.5
PB2015.4133	PB2015.4133.6
PB2015.4133	PB2015.4133.7
PB2015.4133	PB2015.4133.1
PB2015.13152	PB2015.13152.2
PB2015.4133	PB2015.4133.3
PB2015.16838	PB2015.16838.1
PB2015.4133	PB2015.4133.8
PB2015.4133	PB2015.4133.9
PB2015.12306	PB2015.12306.3
PB2015.8830	PB2015.8830.4
PB2015.4110	PB2015.4110.1
PB2015.4110	PB2015.4110.2
PB2015.12330	PB2015.12330.2
PB2015.10697	PB2015.10697.1
PB2015.5010	PB2015.5010.2
PB2015.5010	PB2015.5010.1
PB2015.2378	PB2015.2378.1
PB2015.611	PB2015.611.1
PB2015.13528	PB2015.13528.7
PB2015.13528	PB2015.13528.6
PB2015.13528	PB2015.13528.5
PB2015.13528	PB2015.13528.4
PB2015.13528	PB2015.13528.3
PB2015.13528	PB2015.13528.2
PB2015.13528	PB2015.13528.1
PB2015.9814	PB2015.9814.2
PB2015.16292	PB2015.16292.4
PB2015.3519	PB2015.3519.16
PB2015.1848	PB2015.1848.1
PB2015.16292	PB2015.16292.2
PB2015.16292	PB2015.16292.3
PB2015.10339	PB2015.10339.1
PB2015.5472	PB2015.5472.6
PB2015.6554	PB2015.6554.3
PB2015.6554	PB2015.6554.2
PB2015.499	PB2015.499.2
PB2015.499	PB2015.499.3
PB2015.499	PB2015.499.4
PB2015.499	PB2015.499.5
PB2015.6554	PB2015.6554.5
PB2015.6554	PB2015.6554.4
PB2015.338	PB2015.338.1
PB2015.10270	PB2015.10270.1
PB2015.13516	PB2015.13516.1
PB2015.8952	PB2015.8952.3
PB2015.8952	PB2015.8952.2
PB2015.8952	PB2015.8952.1
PB2015.15459	PB2015.15459.2
PB2015.3971	PB2015.3971.9
PB2015.3971	PB2015.3971.8
PB2015.3971	PB2015.3971.3
PB2015.3971	PB2015.3971.2
PB2015.7412	PB2015.7412.1
PB2015.6735	PB2015.6735.1
PB2015.3971	PB2015.3971.7
PB2015.3971	PB2015.3971.6
PB2015.3971	PB2015.3971.5
PB2015.3971	PB2015.3971.4
PB2015.11214	PB2015.11214.3
PB2015.11214	PB2015.11214.2
PB2015.11214	PB2015.11214.1
PB2015.11214	PB2015.11214.7
PB2015.11214	PB2015.11214.6
PB2015.11214	PB2015.11214.5
PB2015.11214	PB2015.11214.4
PB2015.16803	PB2015.16803.1
PB2015.1893	PB2015.1893.2
PB2015.1893	PB2015.1893.3
PB2015.1893	PB2015.1893.4
PB2015.590	PB2015.590.1
PB2015.1893	PB2015.1893.6
PB2015.1893	PB2015.1893.7
PB2015.1893	PB2015.1893.8
PB2015.1893	PB2015.1893.9
PB2015.485	PB2015.485.3
PB2015.485	PB2015.485.2
PB2015.485	PB2015.485.1
PB2015.12851	PB2015.12851.1
PB2015.473	PB2015.473.1
PB2015.473	PB2015.473.2
PB2015.473	PB2015.473.3
PB2015.9571	PB2015.9571.1
PB2015.4190	PB2015.4190.1
PB2015.15772	PB2015.15772.3
PB2015.15459	PB2015.15459.5
PB2015.7776	PB2015.7776.1
PB2015.7399	PB2015.7399.17
PB2015.7399	PB2015.7399.16
PB2015.7399	PB2015.7399.15
PB2015.7399	PB2015.7399.14
PB2015.7399	PB2015.7399.13
PB2015.7399	PB2015.7399.12
PB2015.7399	PB2015.7399.11
PB2015.7399	PB2015.7399.10
PB2015.16445	PB2015.16445.6
PB2015.7399	PB2015.7399.19
PB2015.7399	PB2015.7399.18
PB2015.3447	PB2015.3447.1
PB2015.16813	PB2015.16813.2
PB2015.16813	PB2015.16813.1
PB2015.6308	PB2015.6308.1
PB2015.3812	PB2015.3812.3
PB2015.3812	PB2015.3812.2
PB2015.3812	PB2015.3812.1
PB2015.3812	PB2015.3812.7
PB2015.3812	PB2015.3812.6
PB2015.3812	PB2015.3812.5
PB2015.3812	PB2015.3812.4
PB2015.12987	PB2015.12987.1
PB2015.16830	PB2015.16830.6
PB2015.7397	PB2015.7397.10
PB2015.16830	PB2015.16830.4
PB2015.16830	PB2015.16830.5
PB2015.16830	PB2015.16830.2
PB2015.16830	PB2015.16830.3
PB2015.16830	PB2015.16830.1
PB2015.5324	PB2015.5324.1
PB2015.5324	PB2015.5324.3
PB2015.5324	PB2015.5324.2
PB2015.5363	PB2015.5363.2
PB2015.5363	PB2015.5363.3
PB2015.5363	PB2015.5363.1
PB2015.5611	PB2015.5611.4
PB2015.13688	PB2015.13688.1
PB2015.9724	PB2015.9724.1
PB2015.4563	PB2015.4563.1
PB2015.9724	PB2015.9724.2
PB2015.9051	PB2015.9051.1
PB2015.234	PB2015.234.11
PB2015.13695	PB2015.13695.1
PB2015.4231	PB2015.4231.1
PB2015.8796	PB2015.8796.2
PB2015.1088	PB2015.1088.11
PB2015.15410	PB2015.15410.11
PB2015.15410	PB2015.15410.10
PB2015.12882	PB2015.12882.2
PB2015.15410	PB2015.15410.12
PB2015.2410	PB2015.2410.2
PB2015.5611	PB2015.5611.3
PB2015.2410	PB2015.2410.3
PB2015.14428	PB2015.14428.3
PB2015.2555	PB2015.2555.2
PB2015.14428	PB2015.14428.1
PB2015.13221	PB2015.13221.1
PB2015.14428	PB2015.14428.6
PB2015.14428	PB2015.14428.5
PB2015.10178	PB2015.10178.4
PB2015.15088	PB2015.15088.2
PB2015.14428	PB2015.14428.9
PB2015.1088	PB2015.1088.15
PB2015.1727	PB2015.1727.4
PB2015.2555	PB2015.2555.1
PB2015.1727	PB2015.1727.2
PB2015.1727	PB2015.1727.3
PB2015.4520	PB2015.4520.1
PB2015.3795	PB2015.3795.4
PB2015.12761	PB2015.12761.7
PB2015.9679	PB2015.9679.3
PB2015.12879	PB2015.12879.1
PB2015.9679	PB2015.9679.1
PB2015.12761	PB2015.12761.3
PB2015.12761	PB2015.12761.2
PB2015.12761	PB2015.12761.1
PB2015.9679	PB2015.9679.5
PB2015.2930	PB2015.2930.28
PB2015.16004	PB2015.16004.1
PB2015.2555	PB2015.2555.5
PB2015.326	PB2015.326.1
PB2015.12761	PB2015.12761.9
PB2015.12761	PB2015.12761.8
PB2015.11140	PB2015.11140.1
PB2015.12364	PB2015.12364.1
PB2015.8619	PB2015.8619.1
PB2015.12706	PB2015.12706.6
PB2015.3597	PB2015.3597.6
PB2015.12706	PB2015.12706.4
PB2015.3597	PB2015.3597.4
PB2015.12706	PB2015.12706.2
PB2015.3597	PB2015.3597.2
PB2015.3597	PB2015.3597.1
PB2015.12706	PB2015.12706.1
PB2015.13864	PB2015.13864.8
PB2015.12706	PB2015.12706.8
PB2015.3597	PB2015.3597.8
PB2015.7997	PB2015.7997.1
PB2015.11325	PB2015.11325.3
PB2015.11176	PB2015.11176.4
PB2015.8893	PB2015.8893.1
PB2015.11176	PB2015.11176.2
PB2015.11176	PB2015.11176.3
PB2015.14030	PB2015.14030.1
PB2015.11489	PB2015.11489.12
PB2015.11489	PB2015.11489.11
PB2015.11489	PB2015.11489.10
PB2015.12208	PB2015.12208.6
PB2015.6902	PB2015.6902.1
PB2015.3896	PB2015.3896.1
PB2015.2112	PB2015.2112.1
PB2015.2112	PB2015.2112.3
PB2015.2112	PB2015.2112.2
PB2015.3345	PB2015.3345.1
PB2015.3587	PB2015.3587.1
PB2015.3587	PB2015.3587.2
PB2015.3587	PB2015.3587.3
PB2015.7061	PB2015.7061.1
PB2015.3345	PB2015.3345.2
PB2015.3587	PB2015.3587.6
PB2015.3587	PB2015.3587.7
PB2015.5230	PB2015.5230.13
PB2015.9079	PB2015.9079.1
PB2015.5230	PB2015.5230.11
PB2015.5230	PB2015.5230.10
PB2015.5230	PB2015.5230.15
PB2015.13618	PB2015.13618.12
PB2015.13992	PB2015.13992.12
PB2015.7987	PB2015.7987.1
PB2015.7987	PB2015.7987.2
PB2015.7987	PB2015.7987.3
PB2015.13992	PB2015.13992.16
PB2015.7987	PB2015.7987.5
PB2015.13992	PB2015.13992.14
PB2015.13992	PB2015.13992.15
PB2015.15458	PB2015.15458.1
PB2015.8339	PB2015.8339.1
PB2015.1446	PB2015.1446.8
PB2015.1446	PB2015.1446.9
PB2015.1446	PB2015.1446.6
PB2015.1446	PB2015.1446.7
PB2015.1446	PB2015.1446.4
PB2015.1446	PB2015.1446.5
PB2015.1446	PB2015.1446.2
PB2015.1446	PB2015.1446.3
PB2015.1446	PB2015.1446.1
PB2015.3792	PB2015.3792.1
PB2015.8120	PB2015.8120.1
PB2015.4057	PB2015.4057.1
PB2015.16034	PB2015.16034.2
PB2015.16034	PB2015.16034.1
PB2015.7747	PB2015.7747.2
PB2015.3844	PB2015.3844.1
PB2015.9230	PB2015.9230.2
PB2015.9230	PB2015.9230.1
PB2015.8325	PB2015.8325.3
PB2015.8325	PB2015.8325.2
PB2015.8325	PB2015.8325.1
PB2015.1474	PB2015.1474.1
PB2015.9031	PB2015.9031.1
PB2015.16711	PB2015.16711.1
PB2015.11509	PB2015.11509.1
PB2015.4636	PB2015.4636.2
PB2015.4636	PB2015.4636.3
PB2015.4636	PB2015.4636.1
PB2015.1478	PB2015.1478.3
PB2015.15170	PB2015.15170.1
PB2015.1478	PB2015.1478.2
PB2015.11716	PB2015.11716.1
PB2015.2639	PB2015.2639.22
PB2015.13455	PB2015.13455.2
PB2015.13455	PB2015.13455.3
PB2015.13455	PB2015.13455.1
PB2015.13455	PB2015.13455.6
PB2015.13455	PB2015.13455.7
PB2015.13455	PB2015.13455.4
PB2015.13455	PB2015.13455.5
PB2015.16188	PB2015.16188.2
PB2015.12452	PB2015.12452.7
PB2015.12452	PB2015.12452.4
PB2015.16188	PB2015.16188.1
PB2015.12452	PB2015.12452.2
PB2015.6982	PB2015.6982.7
PB2015.6982	PB2015.6982.4
PB2015.6982	PB2015.6982.5
PB2015.2557	PB2015.2557.1
PB2015.9088	PB2015.9088.16
PB2015.2557	PB2015.2557.3
PB2015.3599	PB2015.3599.1
PB2015.3599	PB2015.3599.3
PB2015.3599	PB2015.3599.2
PB2015.14768	PB2015.14768.5
PB2015.14704	PB2015.14704.2
PB2015.14743	PB2015.14743.4
PB2015.11552	PB2015.11552.1
PB2015.5191	PB2015.5191.3
PB2015.5191	PB2015.5191.2
PB2015.14743	PB2015.14743.3
PB2015.14743	PB2015.14743.2
PB2015.7999	PB2015.7999.1
PB2015.6081	PB2015.6081.1
PB2015.6081	PB2015.6081.2
PB2015.7999	PB2015.7999.2
PB2015.14487	PB2015.14487.1
PB2015.15917	PB2015.15917.1
PB2015.1375	PB2015.1375.2
PB2015.2547	PB2015.2547.6
PB2015.2547	PB2015.2547.5
PB2015.2547	PB2015.2547.4
PB2015.14596	PB2015.14596.1
PB2015.2547	PB2015.2547.2
PB2015.15651	PB2015.15651.8
PB2015.15651	PB2015.15651.9
PB2015.15651	PB2015.15651.6
PB2015.15651	PB2015.15651.7
PB2015.15651	PB2015.15651.4
PB2015.15651	PB2015.15651.5
PB2015.15651	PB2015.15651.2
PB2015.15651	PB2015.15651.3
PB2015.12607	PB2015.12607.1
PB2015.14757	PB2015.14757.18
PB2015.14757	PB2015.14757.19
PB2015.15091	PB2015.15091.2
PB2015.5480	PB2015.5480.1
PB2015.14757	PB2015.14757.10
PB2015.14757	PB2015.14757.11
PB2015.14757	PB2015.14757.12
PB2015.14757	PB2015.14757.13
PB2015.14757	PB2015.14757.14
PB2015.14757	PB2015.14757.15
PB2015.14757	PB2015.14757.16
PB2015.7208	PB2015.7208.1
PB2015.7755	PB2015.7755.1
PB2015.5480	PB2015.5480.3
PB2015.451	PB2015.451.3
PB2015.10872	PB2015.10872.1
PB2015.11423	PB2015.11423.1
PB2015.8194	PB2015.8194.4
PB2015.179	PB2015.179.2
PB2015.179	PB2015.179.1
PB2015.11528	PB2015.11528.1
PB2015.13014	PB2015.13014.1
PB2015.1501	PB2015.1501.1
PB2015.13798	PB2015.13798.1
PB2015.13798	PB2015.13798.2
PB2015.13798	PB2015.13798.3
PB2015.13798	PB2015.13798.4
PB2015.13798	PB2015.13798.5
PB2015.13798	PB2015.13798.6
PB2015.13798	PB2015.13798.7
PB2015.13798	PB2015.13798.8
PB2015.13798	PB2015.13798.9
PB2015.11726	PB2015.11726.1
PB2015.11726	PB2015.11726.3
PB2015.11726	PB2015.11726.2
PB2015.15085	PB2015.15085.7
PB2015.15085	PB2015.15085.6
PB2015.15085	PB2015.15085.5
PB2015.15085	PB2015.15085.4
PB2015.15085	PB2015.15085.3
PB2015.15085	PB2015.15085.2
PB2015.15085	PB2015.15085.1
PB2015.15085	PB2015.15085.9
PB2015.15085	PB2015.15085.8
PB2015.6073	PB2015.6073.3
PB2015.7749	PB2015.7749.1
PB2015.6073	PB2015.6073.1
PB2015.3343	PB2015.3343.1
PB2015.11714	PB2015.11714.2
PB2015.11714	PB2015.11714.3
PB2015.11714	PB2015.11714.1
PB2015.1788	PB2015.1788.1
PB2015.3789	PB2015.3789.1
PB2015.8194	PB2015.8194.1
PB2015.5249	PB2015.5249.1
PB2015.3324	PB2015.3324.1
PB2015.16551	PB2015.16551.4
PB2015.16551	PB2015.16551.5
PB2015.16551	PB2015.16551.6
PB2015.16551	PB2015.16551.7
PB2015.16551	PB2015.16551.1
PB2015.16551	PB2015.16551.2
PB2015.16551	PB2015.16551.3
PB2015.3699	PB2015.3699.2
PB2015.15257	PB2015.15257.1
PB2015.3699	PB2015.3699.1
PB2015.3771	PB2015.3771.9
PB2015.3771	PB2015.3771.8
PB2015.3771	PB2015.3771.1
PB2015.10694	PB2015.10694.5
PB2015.2463	PB2015.2463.2
PB2015.2463	PB2015.2463.3
PB2015.2463	PB2015.2463.4
PB2015.2463	PB2015.2463.5
PB2015.10694	PB2015.10694.2
PB2015.16442	PB2015.16442.8
PB2015.8743	PB2015.8743.1
PB2015.6063	PB2015.6063.1
PB2015.6063	PB2015.6063.2
PB2015.10733	PB2015.10733.1
PB2015.5539	PB2015.5539.1
PB2015.5539	PB2015.5539.3
PB2015.5539	PB2015.5539.2
PB2015.1023	PB2015.1023.1
PB2015.2142	PB2015.2142.12
PB2015.9216	PB2015.9216.1
PB2015.13560	PB2015.13560.2
PB2015.13560	PB2015.13560.1
PB2015.15077	PB2015.15077.1
PB2015.3352	PB2015.3352.2
PB2015.3352	PB2015.3352.3
PB2015.658	PB2015.658.5
PB2015.14134	PB2015.14134.4
PB2015.5544	PB2015.5544.4
PB2015.7303	PB2015.7303.5
PB2015.10390	PB2015.10390.1
PB2015.5544	PB2015.5544.3
PB2015.5544	PB2015.5544.2
PB2015.15284	PB2015.15284.1
PB2015.15284	PB2015.15284.2
PB2015.15284	PB2015.15284.3
PB2015.16528	PB2015.16528.1
PB2015.1581	PB2015.1581.1
PB2015.14134	PB2015.14134.8
PB2015.658	PB2015.658.4
PB2015.4162	PB2015.4162.1
PB2015.3625	PB2015.3625.9
PB2015.3625	PB2015.3625.6
PB2015.3625	PB2015.3625.5
PB2015.13825	PB2015.13825.3
PB2015.13825	PB2015.13825.2
PB2015.13825	PB2015.13825.1
PB2015.13825	PB2015.13825.4
PB2015.16838	PB2015.16838.2
PB2015.5868	PB2015.5868.1
PB2015.1890	PB2015.1890.1
PB2015.6168	PB2015.6168.1
PB2015.1643	PB2015.1643.1
PB2015.11923	PB2015.11923.4
PB2015.12856	PB2015.12856.4
PB2015.12856	PB2015.12856.5
PB2015.12856	PB2015.12856.2
PB2015.12856	PB2015.12856.3
PB2015.11621	PB2015.11621.1
PB2015.12856	PB2015.12856.1
PB2015.2321	PB2015.2321.1
PB2015.12234	PB2015.12234.1
PB2015.2321	PB2015.2321.3
PB2015.2321	PB2015.2321.2
PB2015.4821	PB2015.4821.1
PB2015.4821	PB2015.4821.2
PB2015.4821	PB2015.4821.3
PB2015.11363	PB2015.11363.4
PB2015.11363	PB2015.11363.5
PB2015.5604	PB2015.5604.1
PB2015.14992	PB2015.14992.1
PB2015.11363	PB2015.11363.1
PB2015.11363	PB2015.11363.2
PB2015.11363	PB2015.11363.3
PB2015.11817	PB2015.11817.10
PB2015.11817	PB2015.11817.11
PB2015.11817	PB2015.11817.12
PB2015.11817	PB2015.11817.13
PB2015.7979	PB2015.7979.1
PB2015.2550	PB2015.2550.7
PB2015.13906	PB2015.13906.4
PB2015.1594	PB2015.1594.2
PB2015.13906	PB2015.13906.2
PB2015.13906	PB2015.13906.1
PB2015.1594	PB2015.1594.1
PB2015.10717	PB2015.10717.1
PB2015.9558	PB2015.9558.8
PB2015.9558	PB2015.9558.9
PB2015.9558	PB2015.9558.6
PB2015.9558	PB2015.9558.7
PB2015.9558	PB2015.9558.4
PB2015.9558	PB2015.9558.5
PB2015.9558	PB2015.9558.2
PB2015.9558	PB2015.9558.3
PB2015.9558	PB2015.9558.1
PB2015.11355	PB2015.11355.10
PB2015.12653	PB2015.12653.1
PB2015.8025	PB2015.8025.1
PB2015.11338	PB2015.11338.1
PB2015.11338	PB2015.11338.2
PB2015.11338	PB2015.11338.3
PB2015.9056	PB2015.9056.1
PB2015.11978	PB2015.11978.1
PB2015.650	PB2015.650.2
PB2015.650	PB2015.650.1
PB2015.5810	PB2015.5810.3
PB2015.5810	PB2015.5810.2
PB2015.5810	PB2015.5810.1
PB2015.9413	PB2015.9413.11
PB2015.5810	PB2015.5810.4
PB2015.4506	PB2015.4506.1
PB2015.13226	PB2015.13226.1
PB2015.3279	PB2015.3279.1
PB2015.3279	PB2015.3279.2
PB2015.3279	PB2015.3279.3
PB2015.3279	PB2015.3279.4
PB2015.3279	PB2015.3279.5
PB2015.3279	PB2015.3279.6
PB2015.9795	PB2015.9795.4
PB2015.3279	PB2015.3279.8
PB2015.10727	PB2015.10727.15
PB2015.10727	PB2015.10727.14
PB2015.2819	PB2015.2819.9
PB2015.2819	PB2015.2819.8
PB2015.16842	PB2015.16842.1
PB2015.8093	PB2015.8093.3
PB2015.2819	PB2015.2819.5
PB2015.2819	PB2015.2819.4
PB2015.5158	PB2015.5158.2
PB2015.2819	PB2015.2819.2
PB2015.2819	PB2015.2819.1
PB2015.10727	PB2015.10727.12
PB2015.6461	PB2015.6461.6
PB2015.6381	PB2015.6381.2
PB2015.6381	PB2015.6381.1
PB2015.10136	PB2015.10136.3
PB2015.12309	PB2015.12309.1
PB2015.12309	PB2015.12309.2
PB2015.6453	PB2015.6453.1
PB2015.4198	PB2015.4198.1
PB2015.5866	PB2015.5866.1
