transcript,length,
NM_001144943,951,
NM_001144942,756,
NM_006226,3288,
NM_001256119,663,
NM_001256114,1041,
NM_001301253,1251,
NM_001256111,2880,
NM_001256113,597,
NM_182581,786,
NM_182580,690,
NM_182587,9705,
NM_152882,3045,
NM_152881,2823,
NM_182584,585,
NM_182589,1416,
NM_182588,5277,
NM_152889,1026,
NM_152888,4881,
NM_001127704,1257,
NM_001127705,1257,
NM_001127706,1257,
NM_001127707,1257,
NM_001127700,1257,
NM_001127701,1257,
NM_001127702,1257,
NM_001127703,1257,
NM_001127708,4092,
NM_001127709,3936,
NM_001322051,1020,
NM_001352642,5580,
NM_001352641,5898,
NM_001352640,5913,
NM_001322055,2130,
NM_001352646,5886,
NM_001352645,5910,
NM_001352644,5910,
NM_001322059,2310,
NM_001322058,2085,
NM_001352649,5889,
NM_001352648,5889,
NM_001321502,1011,
NM_001321503,510,
NM_001321500,1284,
NM_001321501,1227,
NM_001321506,795,
NM_001321507,954,
NM_001005389,1860,
NM_022664,1248,
NM_001005386,1200,
NM_001321508,501,
NM_001321509,1239,
NM_001320226,978,
NM_015058,5718,
NM_015059,7629,
NM_015052,4821,
NM_001256007,2349,
NM_015050,2508,
NM_015051,1221,
NM_015056,2277,
NM_015057,14037,
NM_015054,4395,
NM_015055,1758,
NM_012247,1179,
NM_001351658,1509,
NM_001277061,1029,
NM_001282557,1245,
NM_001282556,1245,
NM_001134656,1359,
NM_001134657,789,
NM_001134655,1380,
NM_001134658,1098,
NM_001134659,801,
NM_001282559,1053,
NM_001282558,1194,
NM_001277062,876,
NM_001258268,3792,
NM_001258269,3882,
NM_001258264,4131,
NM_001277065,657,
NM_001258266,4104,
NM_001258267,4029,
NM_001258260,4134,
NM_001258261,4170,
NM_001258262,3963,
NM_001277064,717,
NM_030567,825,
NM_004430,1164,
NM_001205121,1443,
NM_001205120,1554,
NM_004431,2931,
NM_030569,2829,
NM_030568,495,
NM_001203263,2124,
NM_001353821,2040,
NM_001203264,2073,
NM_001244364,4179,
NM_001203265,2067,
NM_001329757,324,
NM_001329756,1047,
NM_001330689,1653,
NM_001329754,1254,
NM_001329753,672,
NM_001329752,738,
NM_001353114,636,
NM_001330682,5148,
NM_001330681,5148,
NM_001353117,1566,
NM_001353110,1626,
NM_001353111,1626,
NM_001353112,1626,
NM_001353113,1566,
NM_001136497,303,
NM_001136494,870,
NM_001136495,594,
NM_001136493,1632,
NM_052863,315,
NM_001318041,2769,
NM_001136498,384,
NM_001136499,2775,
NM_001353828,1068,
NM_001024921,579,
NM_001142451,1431,
NM_001142450,1368,
NM_001024924,2685,
NM_052866,1578,
NM_001142459,1404,
NM_052867,5217,
NM_052864,555,
NM_001204868,819,
NM_005756,3045,
NM_032955,282,
NM_024926,1665,
NM_024927,2382,
NM_052869,642,
NM_024922,1716,
NM_024923,5664,
NM_024921,1770,
NM_001320361,1053,
NM_001320360,1053,
NM_001320363,948,
NM_001320362,948,
NM_001320365,948,
NM_001320364,948,
NM_024928,1107,
NM_001281778,3546,
NM_001281779,2763,
NM_001244584,1377,
NM_001244585,1170,
NM_001281776,3324,
NM_001281777,3492,
NM_001244580,11580,
NM_001281771,3165,
NM_001281772,3561,
NM_001244583,843,
NM_001185059,4488,
NM_207468,477,
NM_207469,288,
NM_001135219,1185,
NM_001135218,486,
NM_001242409,2631,
NM_198698,339,
NM_198699,738,
NM_001288568,552,
NM_001288569,552,
NM_001288566,552,
NM_001242402,1917,
NM_001242401,1917,
NM_001242400,1917,
NM_001135215,1221,
NM_001288563,2559,
NM_001242405,1917,
NM_198693,768,
NM_001243754,309,
NM_001243755,309,
NM_001105579,717,
NM_001105578,657,
NM_001243750,711,
NM_001243751,210,
NM_001243752,210,
NM_001243753,210,
NM_001105573,861,
NM_001105571,936,
NM_001105570,1128,
NM_001243759,1089,
NM_001105574,1074,
NM_001286094,375,
NM_001286095,375,
NM_001145153,699,
NM_001145152,1119,
NM_001145155,846,
NM_001145154,1362,
NM_001145157,786,
NM_001145156,786,
NM_001145159,1914,
NM_001145158,1929,
NM_001286099,1134,
NM_152328,1374,
NM_001128929,4185,
NM_001160223,777,
NM_001185057,660,
NM_080760,1677,
NM_001244705,1482,
NM_003038,1599,
NM_054021,1527,
NM_001159293,1611,
NM_001159291,2946,
NM_020753,3609,
NM_001159295,1677,
NM_001305544,2352,
NM_001305545,1971,
NM_054023,282,
NM_020755,1362,
NM_001104629,945,
NM_054025,1005,
NM_001184714,999,
NM_001184715,849,
NM_001184716,666,
NM_001184717,1974,
NM_001039753,5877,
NM_001039752,1626,
NM_001345950,1560,
NM_054028,1017,
NM_001270454,2613,
NM_001271512,1572,
NM_001271519,3627,
NM_001271518,3387,
NM_001278631,1167,
NM_001278630,1440,
NM_001278633,1638,
NM_001278632,1560,
NM_001278635,1638,
NM_001278634,1560,
NM_001278637,462,
NM_001278636,405,
NM_001278639,837,
NM_001278638,462,
NM_001154458,939,
NM_001204287,849,
NM_033058,1623,
NM_033059,588,
NM_033056,5868,
NM_033057,1074,
NM_033054,3057,
NM_033055,1473,
NM_144709,1590,
NM_002396,1755,
NM_033050,1005,
NM_033051,1428,
NM_001346440,4482,
NM_001346441,3693,
NM_001346442,3645,
NM_001346443,3522,
NM_001346444,1410,
NM_001346445,17673,
NM_001346446,17673,
NM_001321709,2274,
NM_001110792,1497,
NM_001319179,1551,
NM_001319170,891,
NM_001319171,1026,
NM_001319173,1539,
NM_001319174,1410,
NM_015531,5892,
NM_001350947,1635,
NM_001350944,1131,
NM_001185149,663,
NM_001301733,240,
NM_001301732,3168,
NM_001256360,6747,
NM_015534,2712,
NM_001254729,435,
NM_001254728,435,
NM_001347693,432,
NM_001905,1776,
NM_001904,2346,
NM_001254727,450,
NM_001254726,408,
NM_001254721,3384,
NM_001254720,3405,
NM_001903,2721,
NM_001902,1218,
NM_012397,1176,
NM_133433,8415,
NM_133432,81156,
NM_133437,81357,
NM_133436,1686,
NM_133439,918,
NM_001159391,594,
NM_001040616,2274,
NM_001243243,744,
NM_001024074,156,
NM_001324101,1815,
NM_001324100,828,
NM_001324103,1812,
NM_001324102,1080,
NM_001324105,1071,
NM_001324104,1095,
NM_001324107,1755,
NM_001324106,1788,
NM_001324109,1635,
NM_001324108,1752,
NM_032828,1728,
NM_032829,1359,
NM_001348219,1932,
NM_001291475,312,
NM_001291472,291,
NM_001291473,261,
NM_001291470,195,
NM_001291471,312,
NM_001348213,1626,
NM_001348212,1614,
NM_001348211,1890,
NM_032823,2163,
NM_001348217,1944,
NM_032825,1653,
NM_001291478,1758,
NM_001348214,1521,
NM_001352350,2553,
NM_001159936,1086,
NM_001243241,1221,
NM_001352352,2589,
NM_001015878,930,
NM_001352354,2670,
NM_016581,1296,
NM_016580,3555,
NM_016583,771,
NM_016582,1746,
NM_016585,1140,
NM_016584,570,
NM_016587,552,
NM_016586,1035,
NM_016589,858,
NM_016588,429,
NM_001291874,1482,
NM_001012409,1584,
NM_003170,5181,
NM_001167617,1977,
NM_001167614,2733,
NM_001351729,2118,
NM_001351728,4623,
NM_001317384,1059,
NM_001351725,4635,
NM_001351724,5058,
NM_001351727,4575,
NM_001351726,4635,
NM_001167618,1548,
NM_001167619,1548,
NM_003171,2361,
NM_001010934,633,
NM_001010935,555,
NM_001010932,2172,
NM_001010933,858,
NM_001010931,873,
NM_001010938,3261,
NM_001010939,1101,
NM_001303001,1128,
NM_001303000,1365,
NM_001303007,858,
NM_001242875,2676,
NM_001303008,858,
NM_080753,240,
NM_001303253,1281,
NM_001303250,984,
NM_001347890,912,
NM_001347891,807,
NM_001160390,762,
NM_001347893,630,
NM_001347894,609,
NM_001347895,609,
NM_001347896,609,
NM_001347898,696,
NM_001349672,1716,
NM_001349670,1806,
NM_001349671,1806,
NM_007167,3978,
NM_013976,1287,
NM_001349679,747,
NM_007169,600,
NM_170769,1065,
NM_000396,990,
NM_080921,3438,
NM_001276331,267,
NM_080927,2328,
NM_080928,1767,
NM_000393,4500,
NM_001276337,570,
NM_001042590,1419,
NM_001042595,420,
NM_001042594,1512,
NM_001042599,3879,
NM_001204065,873,
NM_001243127,2445,
NM_014521,2892,
NM_014520,3987,
NM_001302350,309,
NM_003675,1029,
NM_003677,597,
NM_003676,972,
NM_003671,1380,
NM_003670,1239,
NM_003673,504,
NM_003672,1785,
NM_018406,16239,
NM_018407,954,
NM_018404,1146,
NM_018405,555,
NM_018402,516,
NM_018403,1749,
NM_018400,648,
NM_018401,1245,
NM_025078,816,
NM_001257408,1428,
NM_001257407,2433,
NM_001257406,2478,
NM_001257401,471,
NM_001257400,471,
NM_001257403,1044,
NM_005639,1269,
NM_005638,663,
NM_001318707,1503,
NM_005633,4002,
NM_005632,3261,
NM_005631,2364,
NM_005630,1932,
NM_005637,1164,
NM_005636,567,
NM_001190964,4134,
NM_005634,1341,
NM_032590,4011,
NM_032591,2178,
NM_032592,1506,
NM_032593,492,
NM_001348987,1962,
NM_001348986,1968,
NM_001348985,1968,
NM_032597,2040,
NM_001172225,1983,
NM_032599,1035,
NM_001348989,1968,
NM_001172226,1887,
NM_001172221,1800,
NM_001172220,1734,
NM_001172223,807,
NM_001172222,1443,
NM_003842,1323,
NM_001352409,1323,
NM_001352408,744,
NM_138701,540,
NM_001077624,1602,
NM_001352407,477,
NM_001352406,477,
NM_001352401,990,
NM_001077620,165,
NM_001352403,567,
NM_001303114,1560,
NM_001308023,5145,
NM_001346859,2514,
NM_001346858,2514,
NM_001346857,2514,
NM_138704,915,
NM_138705,546,
NM_001308026,630,
NM_001167970,1515,
NM_001303117,1245,
NM_032047,1137,
NM_032044,477,
NM_032045,1479,
NM_032042,1251,
NM_032043,3750,
NM_032040,1617,
NM_032041,582,
NM_001350803,1254,
NM_015695,3618,
NM_015696,564,
NM_015697,1266,
NM_015690,3948,
NM_015691,3279,
NM_032048,3162,
NM_032049,1167,
NM_002210,3147,
NM_001166104,2604,
NM_025074,12039,
NM_002212,738,
NM_212550,609,
NM_212551,684,
NM_212552,324,
NM_001310156,1380,
NM_212554,876,
NM_212555,342,
NM_001310153,1593,
NM_212557,630,
NM_212558,708,
NM_212559,1350,
NM_018307,1857,
NM_001310159,1206,
NM_001310158,1311,
NM_002216,2841,
NM_001199818,2517,
NM_001166102,1368,
NM_002218,2793,
NM_001282227,1410,
NM_001282226,1536,
NM_198492,882,
NM_001282225,1536,
NM_001242600,1509,
NM_017453,1734,
NM_032824,1668,
NM_001280559,804,
NM_001280558,1839,
NM_001301078,471,
NM_001301079,1722,
NM_001301074,717,
NM_001280552,987,
NM_001301076,477,
NM_001301077,561,
NM_001280557,450,
NM_001280556,852,
NM_001301072,4815,
NM_001301073,879,
NM_033319,1035,
NM_033318,324,
NM_001199817,285,
NM_001284243,786,
NM_001284242,1425,
NM_033313,1152,
NM_001199816,345,
NM_001284247,5412,
NM_001284246,5349,
NM_001284245,5352,
NM_001284244,339,
NM_024052,903,
NM_001164771,2097,
NM_001165136,2961,
NM_001354056,1878,
NM_001164773,903,
NM_001098819,1821,
NM_001098818,2043,
NM_001098815,1566,
NM_001098814,1422,
NM_001098817,687,
NM_001098816,8310,
NM_001098811,1452,
NM_001098813,1110,
NM_001098812,1329,
NM_001350115,1332,
NM_001350114,1356,
NM_001350116,1332,
NM_001350111,2910,
NM_001350110,2910,
NM_001350113,1356,
NM_001350112,2937,
NM_001164777,147,
NM_178328,1131,
NM_178329,1068,
NM_178326,1143,
NM_178324,432,
NM_001324123,3762,
NM_001201370,294,
NM_001201372,1305,
NM_001201377,1536,
NM_001282951,630,
NM_001282950,822,
NM_001282953,1731,
NM_001282952,474,
NM_001282955,1782,
NM_001013415,1770,
NM_198902,687,
NM_198903,1548,
NM_000713,621,
NM_001309516,1320,
NM_000710,1062,
NM_000717,939,
NM_000716,759,
NM_000715,1794,
NM_000714,510,
NM_001293080,861,
NM_153765,1170,
NM_153764,1119,
NM_153767,1119,
NM_153766,1119,
NM_001303118,321,
NM_153769,1140,
NM_153768,1428,
NM_001251918,429,
NM_001251917,429,
NM_006382,2259,
NM_006383,564,
NM_006380,1758,
NM_006386,2190,
NM_006387,2751,
NM_006384,576,
NM_134262,1407,
NM_006388,1542,
NM_006389,3000,
NM_134260,1671,
NM_001189,1002,
NM_015599,1629,
NM_001349250,3009,
NM_001282590,687,
NM_203314,1032,
NM_001349252,3045,
NM_001185,897,
NM_001349253,5376,
NM_001350124,1308,
NM_012089,2217,
NM_001256608,996,
NM_199138,1659,
NM_199139,849,
NM_001282597,2862,
NM_001181,936,
NM_001349257,2715,
NM_001282599,1755,
NM_001282598,2820,
NM_024678,1434,
NM_024672,2712,
NM_024670,1053,
NM_024671,1623,
NM_024676,1938,
NM_024677,2157,
NM_024674,630,
NM_024675,3561,
NM_024580,3363,
NM_001323620,2400,
NM_001323623,2400,
NM_001323625,1212,
NM_001323624,1647,
NM_001004489,951,
NM_001252334,2379,
NM_001252335,3909,
NM_001252338,2640,
NM_001252339,2529,
NM_001004486,927,
NM_152384,1026,
NM_001122672,1119,
NM_001122671,1269,
NM_152387,1281,
NM_152380,1491,
NM_152381,10650,
NM_001122674,711,
NM_152388,1203,
NM_152389,495,
NM_001322154,1464,
NM_001322155,693,
NM_001322156,1947,
NM_001322157,2049,
NM_001322150,693,
NM_001322151,2121,
NM_001322152,2118,
NM_001322153,693,
NM_001286566,1206,
NM_001322158,1875,
NM_001322159,2121,
NM_080666,1164,
NM_001163499,1707,
NM_021723,2721,
NM_080664,507,
NM_017671,2034,
NM_001281987,3612,
NM_001330388,528,
NM_021721,2472,
NM_080662,726,
NM_001270950,1014,
NM_001270951,900,
NM_001270952,585,
NM_001270953,1221,
NM_001319233,1980,
NM_015361,3300,
NM_021724,1845,
NM_001319231,300,
NM_001319230,300,
NM_013327,1095,
NM_001161706,516,
NM_001290114,969,
NM_015365,1002,
NM_080669,1380,
NM_001172646,3564,
NM_058004,6309,
NM_001319234,354,
NM_001172645,744,
NM_001172644,723,
NM_001172643,705,
NM_001172640,1458,
NM_182791,1104,
NM_182796,972,
NM_182797,3528,
NM_182795,645,
NM_182798,2328,
NM_206900,1419,
NM_000210,3222,
NM_020742,2451,
NM_001206886,2727,
NM_001329122,822,
NM_001345961,744,
NM_020746,1623,
NM_020747,4539,
NM_001345964,3957,
NM_001345965,2202,
NM_001329128,1071,
NM_001345968,606,
NM_001345969,1155,
NM_001206889,2640,
NM_001206888,2640,
NM_198243,957,
NM_001321712,4188,
NM_198241,4800,
NM_001143936,474,
NM_198244,4539,
NM_001143939,2025,
NM_001143938,1986,
NM_001320787,246,
NM_001198845,1020,
NM_001198844,522,
NM_001198846,357,
NM_001198840,2799,
NM_001198843,432,
NM_001198842,1467,
NM_001303249,1014,
NM_001303248,639,
NM_001303245,2553,
NM_001303247,918,
NM_001303246,2562,
NM_001303241,1674,
NM_001303243,759,
NM_001303242,1203,
NM_001190456,1428,
NM_005440,684,
NM_001134373,1686,
NM_001134375,1152,
NM_001244134,1404,
NM_001134376,1116,
NM_001135022,1146,
NM_001135023,1146,
NM_001135021,1146,
NM_001135024,1461,
NM_001320449,1158,
NM_001320444,1527,
NM_001320445,2607,
NM_001320446,2607,
NM_001320441,2235,
NM_145698,1578,
NM_145699,600,
NM_145697,1395,
NM_145695,2322,
NM_145693,2673,
NM_145690,738,
NM_145691,870,
NM_001265578,2052,
NM_001265579,2010,
NM_001265577,2559,
NM_001261408,2478,
NM_080836,1605,
NM_001282215,1083,
NM_001261400,357,
NM_001261401,447,
NM_001261403,2700,
NM_001261406,6114,
NM_001261407,6027,
NM_001145055,348,
NM_001145056,2115,
NM_001145057,585,
NM_001145051,660,
NM_001145053,2571,
NM_001300745,3501,
NM_001286756,2430,
NM_001286755,372,
NM_001286754,3693,
NM_001286752,1251,
NM_001286751,1077,
NM_001100408,522,
NM_001100409,3318,
NM_001100407,564,
NM_001100400,1803,
NM_001318142,1053,
NM_001318143,1053,
NM_001318140,1326,
NM_001318141,1326,
NM_005439,747,
NM_005438,816,
NM_001318144,714,
NM_005435,4794,
NM_005434,462,
NM_005437,1845,
NM_005436,1425,
NM_005431,843,
NM_005430,1113,
NM_005433,1632,
NM_005432,1041,
NM_001307977,1101,
NM_080801,2088,
NM_080800,2061,
NM_001243541,1692,
NM_001243540,1866,
NM_080805,1833,
NM_015097,4548,
NM_001353109,1974,
NM_015094,1848,
NM_207168,318,
NM_207163,1644,
NM_018060,3039,
NM_015093,2082,
NM_018062,1128,
NM_015091,5163,
NM_003034,1071,
NM_005383,1143,
NM_005382,2751,
NM_005381,2133,
NM_005380,546,
NM_005387,2814,
NM_005386,246,
NM_005385,4389,
NM_005384,1389,
NM_005389,858,
NM_005388,906,
NM_032204,2274,
NM_032206,5601,
NM_032207,1974,
NM_001202438,3717,
NM_001347619,738,
NM_001202431,600,
NM_001202435,6030,
NM_001828,429,
NM_001829,2457,
NM_005934,1680,
NM_130469,492,
NM_130468,1131,
NM_001825,1260,
NM_001354352,1023,
NM_001206924,654,
NM_001206925,744,
NM_001282974,2193,
NM_001206927,14124,
NM_001144013,5277,
NM_001270546,4305,
NM_001144010,2538,
NM_000217,1488,
NM_178042,1164,
NM_198930,1359,
NM_173824,990,
NM_001113496,1008,
NM_001113495,1425,
NM_001113494,1269,
NM_001113493,1740,
NM_001316893,531,
NM_173822,1593,
NM_001113490,3255,
NM_173828,912,
NM_173829,468,
NM_001316898,669,
NM_001113498,2871,
NM_014698,2424,
NM_001204213,3297,
NM_001354876,999,
NM_024586,2211,
NM_001290298,2541,
NM_001354870,1362,
NM_001354871,612,
NM_001290295,2250,
NM_001290294,3801,
NM_001290297,2436,
NM_001290296,3015,
NM_001290293,558,
NM_001290292,636,
NM_001013579,987,
NM_130393,4491,
NM_134433,2097,
NM_130391,4518,
NM_134431,2013,
NM_001161010,855,
NM_130395,1923,
NM_130398,2541,
NM_000632,3459,
NM_000633,720,
NM_003583,1587,
NM_017888,1740,
NM_032211,2271,
NM_003582,1767,
NM_017883,1458,
NM_017882,936,
NM_017881,600,
NM_017880,1725,
NM_017887,483,
NM_017886,3828,
NM_017885,417,
NM_017884,987,
NM_003580,2754,
NM_001009611,1437,
NM_001009610,1674,
NM_001009613,300,
NM_001009612,369,
NM_001009615,543,
NM_001009614,219,
NM_001009616,219,
NM_001025616,2247,
NM_003585,1239,
NM_139173,1548,
NM_001013653,1005,
NM_001013650,798,
NM_001013657,1158,
NM_016289,1026,
NM_016286,735,
NM_016287,1662,
NM_001013658,1422,
NM_001013659,1221,
NM_016282,684,
NM_016283,519,
NM_016281,2697,
NM_145899,324,
NM_173176,3030,
NM_173177,426,
NM_173174,3030,
NM_173175,2904,
NM_001351084,1242,
NM_001351085,930,
NM_001351086,918,
NM_001351087,2298,
NM_001351088,324,
NM_001351089,1758,
NM_001297744,1443,
NM_001297745,1326,
NM_001297742,1452,
NM_001297743,2805,
NM_173178,474,
NM_001297741,1284,
NM_001206616,969,
NM_001348398,1053,
NM_001348399,1002,
NM_001348396,1065,
NM_001348397,1065,
NM_001348390,2475,
NM_000263,2232,
NM_000262,1236,
NM_000261,1515,
NM_001324366,1068,
NM_000267,8457,
NM_000266,402,
NM_000265,1173,
NM_000264,4344,
NM_001350685,2211,
NM_001206612,750,
NM_001350687,2211,
NM_000268,1788,
NM_001350681,2211,
NM_001350680,2211,
NM_001350683,2211,
NM_001164579,504,
NM_006144,789,
NM_006145,1023,
NM_006147,1404,
NM_006140,1203,
NM_006141,1479,
NM_006142,747,
NM_006143,1248,
NM_001351556,2253,
NM_001351557,1638,
NM_001351554,1749,
NM_001351555,1731,
NM_006148,786,
NM_001351553,1752,
NM_001351550,2262,
NM_001351551,1818,
NM_001128620,1662,
NM_001128626,2271,
NM_001128627,1869,
NM_001128628,2046,
NM_001128629,2046,
NM_001355526,384,
NM_016428,1101,
NM_016429,633,
NM_001199161,4155,
NM_016423,2169,
NM_001199163,1197,
NM_001199162,4119,
NM_016426,2220,
NM_016427,2262,
NM_016424,1299,
NM_001171166,3594,
NM_001080461,1596,
NM_001080460,1683,
NM_001080463,12945,
NM_001080462,822,
NM_001080465,465,
NM_001080464,1722,
NM_001080467,5547,
NM_001080466,1437,
NM_001080469,1812,
NM_001080468,405,
NM_001144913,2310,
NM_001098208,1248,
NM_001098209,2346,
NM_001098200,996,
NM_001098201,1128,
NM_001098202,2202,
NM_001098204,1248,
NM_001098205,1248,
NM_001098206,1248,
NM_001098207,1248,
NM_000849,678,
NM_000848,657,
NM_000847,669,
NM_000846,669,
NM_000845,2727,
NM_000844,2748,
NM_000843,2634,
NM_000842,3543,
NM_000841,2739,
NM_000840,2640,
NM_001291332,2526,
NM_001256124,1488,
NM_001300923,768,
NM_001276289,1146,
NM_001163812,1749,
NM_001291339,2631,
NM_001163813,693,
NM_001163814,387,
NM_001256120,690,
NM_001163817,1428,
NM_001282314,480,
NM_001077180,954,
NM_001077181,1386,
NM_001077182,1551,
NM_001077183,5223,
NM_001077186,6012,
NM_001077188,1938,
NM_001252641,1428,
NM_014790,2433,
NM_001166060,1494,
NM_001166061,912,
NM_001349423,1803,
NM_001349422,1803,
NM_001349421,1803,
NM_001349420,1803,
NM_031274,1230,
NM_001349426,1803,
NM_001349425,1803,
NM_001349424,1803,
NM_031279,1500,
NM_001349429,960,
NM_001349428,960,
NM_178548,1329,
NM_178549,1743,
NM_001076678,2325,
NM_178543,1377,
NM_178540,1002,
NM_178547,540,
NM_178544,2511,
NM_178545,630,
NM_001042368,2580,
NM_001042369,1578,
NM_001042364,438,
NM_001042365,195,
NM_001042367,801,
NM_001042360,687,
NM_001042361,654,
NM_001042362,411,
NM_001042363,1020,
NM_001099646,1701,
NM_001099645,369,
NM_001099642,2313,
NM_001099640,405,
NM_001129826,384,
NM_001005512,930,
NM_001005513,921,
NM_001005519,939,
NM_015243,2592,
NM_015242,3618,
NM_015241,6009,
NM_015247,2871,
NM_015246,1731,
NM_015245,3405,
NM_001177563,1425,
NM_001177562,1671,
NM_000398,906,
NM_001164375,402,
NM_001258419,1923,
NM_001258418,3468,
NM_001354469,252,
NM_001258413,1836,
NM_001258412,1818,
NM_001258411,1923,
NM_001258417,3468,
NM_001354460,3393,
NM_001258415,3507,
NM_001258414,1560,
NM_053046,1224,
NM_053045,411,
NM_053044,1362,
NM_053043,3513,
NM_053042,3225,
NM_053041,603,
NM_001177693,5118,
NM_057749,1215,
NM_053049,486,
NM_004177,870,
NM_004176,3444,
NM_001330274,1290,
NM_004174,2505,
NM_004173,1908,
NM_004172,1629,
NM_004171,1725,
NM_004170,1575,
NM_001321155,1224,
NM_001321154,1224,
NM_001321157,1368,
NM_001321156,1224,
NM_001254949,1791,
NM_001321150,648,
NM_004179,1335,
NM_001330279,924,
NM_001354199,3300,
NM_006997,3081,
NM_006996,1494,
NM_001354799,1674,
NM_006994,1755,
NM_006993,537,
NM_006992,939,
NM_006991,3090,
NM_001144001,2046,
NM_001278525,4452,
NM_001354797,603,
NM_006999,1629,
NM_002181,1236,
NM_001144004,2538,
NM_002183,1137,
NM_001144005,2538,
NM_001270552,264,
NM_014851,1794,
NM_014850,3300,
NM_000218,2031,
NM_001281503,2091,
NM_001281502,1242,
NM_001281501,1269,
NM_001281507,1557,
NM_001244735,378,
NM_001281504,1236,
NM_001282854,627,
NM_001282855,2376,
NM_001282856,6726,
NM_001282857,5085,
NM_001282850,2454,
NM_001282851,645,
NM_001282852,951,
NM_001282853,864,
NM_001282858,6723,
NM_001282859,1380,
NM_001164373,885,
NM_001320289,1527,
NM_001320287,2028,
NM_001320285,2028,
NM_001320283,2142,
NM_001289086,720,
NM_001289087,666,
NM_001289084,918,
NM_001289085,882,
NM_001289082,585,
NM_001289083,735,
NM_001289080,3087,
NM_001289081,2871,
NM_001289088,3429,
NM_001289089,3372,
NM_001679,840,
NM_001678,873,
NM_004289,2085,
NM_004288,1080,
NM_001351943,633,
NM_001351942,633,
NM_001673,1686,
NM_004284,2694,
NM_001671,876,
NM_004286,2010,
NM_004281,1728,
NM_004280,525,
NM_004283,660,
NM_001674,546,
NM_000108,1530,
NM_000109,11034,
NM_000102,1527,
NM_000103,1512,
NM_000100,297,
NM_000101,588,
NM_000106,1494,
NM_000107,1284,
NM_000104,1632,
NM_001289128,720,
NM_005268,822,
NM_001146279,1155,
NM_001146278,828,
NM_001321648,402,
NM_001146273,987,
NM_001146274,1809,
NM_001146277,828,
NM_001146276,1347,
NM_001289121,1632,
NM_004829,915,
NM_004828,831,
NM_001129829,6540,
NM_001194958,1302,
NM_004821,648,
NM_004820,1521,
NM_004823,942,
NM_004822,1815,
NM_004825,1626,
NM_004824,1635,
NM_004827,1968,
NM_004826,2328,
NM_130853,4506,
NM_173832,600,
NM_001243036,1464,
NM_001170961,4026,
NM_001170962,3984,
NM_001170963,729,
NM_133454,3264,
