transcript,double_bases,double_percent,single_bases,single_percent
PB2015.15304.2_16,62.0,0.62,38.0,0.38
PB2015.15304.2_17,56.0,0.56,44.0,0.44
PB2015.15304.2_14,62.0,0.62,38.0,0.38
PB2015.15304.2_15,60.0,0.6,40.0,0.4
PB2015.15304.2_12,62.0,0.62,38.0,0.38
PB2015.15304.2_13,54.0,0.54,46.0,0.46
PB2015.15304.2_10,66.0,0.66,34.0,0.34
PB2015.15304.2_11,62.0,0.62,38.0,0.38
PB2015.15304.2_18,64.0,0.64,36.0,0.36
PB2015.15304.2_19,58.0,0.58,42.0,0.42
PB2015.2281.4_39,56.0,0.56,44.0,0.44
PB2015.2281.4_38,66.0,0.66,34.0,0.34
PB2015.2281.4_37,66.0,0.66,34.0,0.34
PB2015.2281.4_36,64.0,0.64,36.0,0.36
PB2015.2281.4_35,56.0,0.56,44.0,0.44
PB2015.2281.4_34,48.0,0.48,52.0,0.52
PB2015.2281.4_33,52.0,0.52,48.0,0.48
PB2015.2281.4_32,56.0,0.56,44.0,0.44
PB2015.2281.4_31,56.0,0.56,44.0,0.44
PB2015.2281.4_30,62.0,0.62,38.0,0.38
PB2015.2417.1_17,62.0,0.62,38.0,0.38
PB2015.2417.1_16,60.0,0.6,40.0,0.4
PB2015.2417.1_15,66.0,0.66,34.0,0.34
PB2015.2417.1_14,70.0,0.7,30.0,0.3
PB2015.2417.1_13,66.0,0.66,34.0,0.34
PB2015.2417.1_12,64.0,0.64,36.0,0.36
PB2015.2417.1_11,58.0,0.58,42.0,0.42
PB2015.2417.1_10,68.0,0.68,32.0,0.32
PB2015.2417.1_19,68.0,0.68,32.0,0.32
PB2015.2417.1_18,70.0,0.7,30.0,0.3
PB2015.2847.25_32,66.0,0.66,34.0,0.34
PB2015.2920.1_14,64.0,0.64,36.0,0.36
PB2015.2920.1_12,54.0,0.54,46.0,0.46
PB2015.2920.1_13,50.0,0.5,50.0,0.5
PB2015.2920.1_10,58.0,0.58,42.0,0.42
PB2015.2920.1_11,58.0,0.58,42.0,0.42
PB2015.11050.4_6,66.0,0.66,34.0,0.34
PB2015.11050.4_7,64.0,0.64,36.0,0.36
PB2015.11050.4_4,76.0,0.76,24.0,0.24
PB2015.11050.4_5,72.0,0.72,28.0,0.28
PB2015.11050.4_2,66.0,0.66,34.0,0.34
PB2015.11050.4_3,68.0,0.68,32.0,0.32
PB2015.11050.4_0,72.0,0.72,28.0,0.28
PB2015.11050.4_1,70.0,0.7,30.0,0.3
PB2015.10315.2_11,60.0,0.6,40.0,0.4
PB2015.10315.2_10,64.0,0.64,36.0,0.36
PB2015.10315.2_13,58.0,0.58,42.0,0.42
PB2015.10315.2_12,58.0,0.58,42.0,0.42
PB2015.9673.2_10,50.0,0.5,50.0,0.5
PB2015.4096.3_21,58.0,0.58,42.0,0.42
PB2015.4096.3_20,52.0,0.52,48.0,0.48
PB2015.4096.3_23,48.0,0.48,52.0,0.52
PB2015.4096.3_22,56.0,0.56,44.0,0.44
PB2015.4096.3_25,46.0,0.46,54.0,0.54
PB2015.4096.3_24,46.0,0.46,54.0,0.54
PB2015.4096.3_27,44.0,0.44,56.0,0.56
PB2015.4096.3_26,50.0,0.5,50.0,0.5
PB2015.4096.3_29,50.0,0.5,50.0,0.5
PB2015.4096.3_28,52.0,0.52,48.0,0.48
PB2015.6840.2_41,58.0,0.58,42.0,0.42
PB2015.6840.2_40,54.0,0.54,46.0,0.46
PB2015.15631.1_89,58.0,0.58,42.0,0.42
PB2015.6840.2_42,58.0,0.58,42.0,0.42
PB2015.6840.2_45,58.0,0.58,42.0,0.42
PB2015.6840.2_44,64.0,0.64,36.0,0.36
PB2015.6840.2_47,52.0,0.52,48.0,0.48
PB2015.6840.2_46,52.0,0.52,48.0,0.48
PB2015.15631.1_83,58.0,0.58,42.0,0.42
PB2015.15631.1_82,64.0,0.64,36.0,0.36
PB2015.15631.1_81,62.0,0.62,38.0,0.38
PB2015.15631.1_80,64.0,0.64,36.0,0.36
PB2015.15631.1_87,62.0,0.62,38.0,0.38
PB2015.15631.1_86,66.0,0.66,34.0,0.34
PB2015.15631.1_85,66.0,0.66,34.0,0.34
PB2015.15631.1_84,58.0,0.58,42.0,0.42
PB2015.11253.1_21,64.0,0.64,36.0,0.36
PB2015.11253.1_20,64.0,0.64,36.0,0.36
PB2015.11253.1_23,58.0,0.58,42.0,0.42
PB2015.11253.1_22,60.0,0.6,40.0,0.4
PB2015.11253.1_25,56.0,0.56,44.0,0.44
PB2015.11253.1_24,54.0,0.54,46.0,0.46
PB2015.11253.1_27,56.0,0.56,44.0,0.44
PB2015.11253.1_26,46.0,0.46,54.0,0.54
PB2015.11253.1_29,60.0,0.6,40.0,0.4
PB2015.11253.1_28,54.0,0.54,46.0,0.46
PB2015.8986.2_42,58.0,0.58,42.0,0.42
PB2015.6629.1_6,62.0,0.62,38.0,0.38
PB2015.6629.1_4,60.0,0.6,40.0,0.4
PB2015.6629.1_5,62.0,0.62,38.0,0.38
PB2015.6629.1_2,58.0,0.58,42.0,0.42
PB2015.6629.1_3,66.0,0.66,34.0,0.34
PB2015.6629.1_0,58.0,0.58,42.0,0.42
PB2015.6629.1_1,62.0,0.62,38.0,0.38
PB2015.5001.12_25,52.0,0.52,48.0,0.48
PB2015.5001.12_24,62.0,0.62,38.0,0.38
PB2015.5001.12_23,60.0,0.6,40.0,0.4
PB2015.5001.12_22,66.0,0.66,34.0,0.34
PB2015.5001.12_21,62.0,0.62,38.0,0.38
PB2015.5001.12_20,64.0,0.64,36.0,0.36
PB2015.8986.2_40,48.0,0.48,52.0,0.52
PB2015.2695.3_28,34.0,0.34,66.0,0.66
PB2015.2695.3_29,36.0,0.36,64.0,0.64
PB2015.2695.3_24,56.0,0.56,44.0,0.44
PB2015.2695.3_25,58.0,0.58,42.0,0.42
PB2015.2695.3_26,44.0,0.44,56.0,0.56
PB2015.2695.3_27,46.0,0.46,54.0,0.54
PB2015.2695.3_20,54.0,0.54,46.0,0.46
PB2015.2695.3_21,56.0,0.56,44.0,0.44
PB2015.2695.3_22,62.0,0.62,38.0,0.38
PB2015.2695.3_23,56.0,0.56,44.0,0.44
PB2015.7452.6_30,56.0,0.56,44.0,0.44
PB2015.7452.6_31,54.0,0.54,46.0,0.46
PB2015.11213.5_2,58.0,0.58,42.0,0.42
PB2015.11213.5_3,56.0,0.56,44.0,0.44
PB2015.11213.5_0,66.0,0.66,34.0,0.34
PB2015.11213.5_1,60.0,0.6,40.0,0.4
PB2015.11213.5_6,66.0,0.66,34.0,0.34
PB2015.11213.5_7,64.0,0.64,36.0,0.36
PB2015.11213.5_4,60.0,0.6,40.0,0.4
PB2015.11213.5_5,68.0,0.68,32.0,0.32
PB2015.11213.5_8,54.0,0.54,46.0,0.46
PB2015.11213.5_9,58.0,0.58,42.0,0.42
PB2015.8986.2_46,60.0,0.6,40.0,0.4
PB2015.8986.2_44,52.0,0.52,48.0,0.48
PB2015.12193.2_26,56.0,0.56,44.0,0.44
PB2015.12193.2_27,58.0,0.58,42.0,0.42
PB2015.12193.2_24,70.0,0.7,30.0,0.3
PB2015.12193.2_25,62.0,0.62,38.0,0.38
PB2015.12193.2_22,62.0,0.62,38.0,0.38
PB2015.12193.2_23,68.0,0.68,32.0,0.32
PB2015.12193.2_20,60.0,0.6,40.0,0.4
PB2015.12193.2_21,60.0,0.6,40.0,0.4
PB2015.12193.2_28,50.0,0.5,50.0,0.5
PB2015.12193.2_29,46.0,0.46,54.0,0.54
PB2015.8986.2_45,54.0,0.54,46.0,0.46
PB2015.1930.2_5,66.0,0.66,34.0,0.34
PB2015.1930.2_4,76.0,0.76,24.0,0.24
PB2015.1930.2_1,68.0,0.68,32.0,0.32
PB2015.1930.2_0,74.0,0.74,26.0,0.26
PB2015.1930.2_3,62.0,0.62,38.0,0.38
PB2015.1930.2_2,72.0,0.72,28.0,0.28
PB2015.6516.2_41,66.0,0.66,34.0,0.34
PB2015.6516.2_40,62.0,0.62,38.0,0.38
PB2015.6516.2_43,58.0,0.58,42.0,0.42
PB2015.6516.2_42,64.0,0.64,36.0,0.36
PB2015.1491.2_2,48.0,0.48,52.0,0.52
PB2015.1491.2_1,50.0,0.5,50.0,0.5
PB2015.1491.2_0,54.0,0.54,46.0,0.46
PB2015.5613.3_14,62.0,0.62,38.0,0.38
PB2015.5613.3_15,66.0,0.66,34.0,0.34
PB2015.5613.3_16,66.0,0.66,34.0,0.34
PB2015.5613.3_10,54.0,0.54,46.0,0.46
PB2015.5613.3_11,54.0,0.54,46.0,0.46
PB2015.5613.3_12,58.0,0.58,42.0,0.42
PB2015.5613.3_13,60.0,0.6,40.0,0.4
PB2015.15752.1_14,66.0,0.66,34.0,0.34
PB2015.15752.1_15,62.0,0.62,38.0,0.38
PB2015.15752.1_16,60.0,0.6,40.0,0.4
PB2015.15752.1_17,68.0,0.68,32.0,0.32
PB2015.15752.1_10,64.0,0.64,36.0,0.36
PB2015.15752.1_11,66.0,0.66,34.0,0.34
PB2015.15752.1_12,66.0,0.66,34.0,0.34
PB2015.15752.1_13,58.0,0.58,42.0,0.42
PB2015.13676.1_2,48.0,0.48,52.0,0.52
PB2015.13676.1_1,48.0,0.48,52.0,0.52
PB2015.13676.1_0,58.0,0.58,42.0,0.42
PB2015.10574.7_11,54.0,0.54,46.0,0.46
PB2015.10574.7_10,48.0,0.48,52.0,0.52
PB2015.10574.7_13,42.0,0.42,58.0,0.58
PB2015.10574.7_12,44.0,0.44,56.0,0.56
PB2015.10574.7_15,56.0,0.56,44.0,0.44
PB2015.10574.7_14,50.0,0.5,50.0,0.5
PB2015.5348.4_0,60.0,0.6,40.0,0.4
PB2015.5348.4_1,66.0,0.66,34.0,0.34
PB2015.5348.4_2,66.0,0.66,34.0,0.34
PB2015.5348.4_3,64.0,0.64,36.0,0.36
PB2015.16624.5_48,50.0,0.5,50.0,0.5
PB2015.16624.5_49,52.0,0.52,48.0,0.48
PB2015.16624.5_46,54.0,0.54,46.0,0.46
PB2015.16624.5_47,58.0,0.58,42.0,0.42
PB2015.16624.5_44,56.0,0.56,44.0,0.44
PB2015.16624.5_45,54.0,0.54,46.0,0.46
PB2015.16624.5_42,52.0,0.52,48.0,0.48
PB2015.16624.5_43,50.0,0.5,50.0,0.5
PB2015.16624.5_40,54.0,0.54,46.0,0.46
PB2015.16624.5_41,56.0,0.56,44.0,0.44
PB2015.14672.3_4,52.0,0.52,48.0,0.48
PB2015.543.1_55,60.0,0.6,40.0,0.4
PB2015.543.1_56,60.0,0.6,40.0,0.4
PB2015.14672.3_7,60.0,0.6,40.0,0.4
PB2015.543.1_50,68.0,0.68,32.0,0.32
PB2015.543.1_51,68.0,0.68,32.0,0.32
PB2015.543.1_52,68.0,0.68,32.0,0.32
PB2015.14672.3_3,54.0,0.54,46.0,0.46
PB2015.14672.3_8,50.0,0.5,50.0,0.5
PB2015.14672.3_9,54.0,0.54,46.0,0.46
PB2015.9504.1_3,64.0,0.64,36.0,0.36
PB2015.13170.1_0,60.0,0.6,40.0,0.4
PB2015.13170.1_1,62.0,0.62,38.0,0.38
PB2015.1445.1_88,56.0,0.56,44.0,0.44
PB2015.1445.1_89,56.0,0.56,44.0,0.44
PB2015.1445.1_80,64.0,0.64,36.0,0.36
PB2015.1445.1_81,62.0,0.62,38.0,0.38
PB2015.1445.1_82,68.0,0.68,32.0,0.32
PB2015.1445.1_83,56.0,0.56,44.0,0.44
PB2015.1445.1_84,60.0,0.6,40.0,0.4
PB2015.1445.1_85,56.0,0.56,44.0,0.44
PB2015.1445.1_86,60.0,0.6,40.0,0.4
PB2015.1445.1_87,58.0,0.58,42.0,0.42
PB2015.6270.3_14,68.0,0.68,32.0,0.32
PB2015.6270.3_15,72.0,0.72,28.0,0.28
PB2015.14500.1_91,58.0,0.58,42.0,0.42
PB2015.13355.8_60,60.0,0.6,40.0,0.4
PB2015.14500.1_92,52.0,0.52,48.0,0.48
PB2015.13355.8_66,52.0,0.52,48.0,0.48
PB2015.14500.1_95,50.0,0.5,50.0,0.5
PB2015.14500.1_96,58.0,0.58,42.0,0.42
PB2015.10871.1_3,68.0,0.68,32.0,0.32
PB2015.13998.1_0,68.0,0.68,32.0,0.32
PB2015.10871.1_1,60.0,0.6,40.0,0.4
PB2015.12543.4_119,58.0,0.58,42.0,0.42
PB2015.10871.1_7,62.0,0.62,38.0,0.38
PB2015.10871.1_6,68.0,0.68,32.0,0.32
PB2015.10871.1_5,60.0,0.6,40.0,0.4
PB2015.10871.1_4,68.0,0.68,32.0,0.32
PB2015.12543.4_112,58.0,0.58,42.0,0.42
PB2015.12543.4_113,66.0,0.66,34.0,0.34
PB2015.10871.1_9,48.0,0.48,52.0,0.52
PB2015.10871.1_8,50.0,0.5,50.0,0.5
PB2015.12543.4_116,62.0,0.62,38.0,0.38
PB2015.12543.4_117,58.0,0.58,42.0,0.42
PB2015.12543.4_114,64.0,0.64,36.0,0.36
PB2015.12543.4_115,68.0,0.68,32.0,0.32
PB2015.6993.4_43,68.0,0.68,32.0,0.32
PB2015.14500.1_97,48.0,0.48,52.0,0.52
PB2015.6993.4_45,68.0,0.68,32.0,0.32
PB2015.6993.4_46,68.0,0.68,32.0,0.32
PB2015.6993.4_47,58.0,0.58,42.0,0.42
PB2015.5814.2_14,62.0,0.62,38.0,0.38
PB2015.5814.2_15,56.0,0.56,44.0,0.44
PB2015.5814.2_16,58.0,0.58,42.0,0.42
PB2015.5814.2_17,56.0,0.56,44.0,0.44
PB2015.5814.2_10,70.0,0.7,30.0,0.3
PB2015.5814.2_11,66.0,0.66,34.0,0.34
PB2015.5814.2_12,68.0,0.68,32.0,0.32
PB2015.5814.2_13,66.0,0.66,34.0,0.34
PB2015.5814.2_18,48.0,0.48,52.0,0.52
PB2015.5814.2_19,46.0,0.46,54.0,0.54
PB2015.13096.1_3,70.0,0.7,30.0,0.3
PB2015.13096.1_2,64.0,0.64,36.0,0.36
PB2015.12808.7_1,64.0,0.64,36.0,0.36
PB2015.13096.1_0,52.0,0.52,48.0,0.48
PB2015.13096.1_5,60.0,0.6,40.0,0.4
PB2015.13096.1_4,64.0,0.64,36.0,0.36
PB2015.1053.3_22,46.0,0.46,54.0,0.54
PB2015.1053.3_21,54.0,0.54,46.0,0.46
PB2015.1053.3_20,56.0,0.56,44.0,0.44
PB2015.2176.1_0,62.0,0.62,38.0,0.38
PB2015.1992.3_0,54.0,0.54,46.0,0.46
PB2015.1992.3_1,64.0,0.64,36.0,0.36
PB2015.1992.3_2,46.0,0.46,54.0,0.54
PB2015.9777.10_8,64.0,0.64,36.0,0.36
PB2015.2864.4_1,46.0,0.46,54.0,0.54
PB2015.9777.10_6,66.0,0.66,34.0,0.34
PB2015.9777.10_7,62.0,0.62,38.0,0.38
PB2015.9777.10_4,66.0,0.66,34.0,0.34
PB2015.9777.10_5,68.0,0.68,32.0,0.32
PB2015.9777.10_2,64.0,0.64,36.0,0.36
PB2015.9777.10_3,68.0,0.68,32.0,0.32
PB2015.9777.10_0,64.0,0.64,36.0,0.36
PB2015.9777.10_1,62.0,0.62,38.0,0.38
PB2015.2279.2_6,70.0,0.7,30.0,0.3
PB2015.2279.2_7,70.0,0.7,30.0,0.3
PB2015.14327.4_12,60.0,0.6,40.0,0.4
PB2015.14327.4_13,62.0,0.62,38.0,0.38
PB2015.14327.4_10,58.0,0.58,42.0,0.42
PB2015.14327.4_11,62.0,0.62,38.0,0.38
PB2015.14327.4_16,54.0,0.54,46.0,0.46
PB2015.14327.4_17,62.0,0.62,38.0,0.38
PB2015.14327.4_14,72.0,0.72,28.0,0.28
PB2015.14327.4_15,62.0,0.62,38.0,0.38
PB2015.14327.4_18,54.0,0.54,46.0,0.46
PB2015.14327.4_19,56.0,0.56,44.0,0.44
PB2015.2279.2_8,62.0,0.62,38.0,0.38
PB2015.15838.2_146,66.0,0.66,34.0,0.34
PB2015.1297.2_3,64.0,0.64,36.0,0.36
PB2015.1297.2_2,60.0,0.6,40.0,0.4
PB2015.1297.2_1,62.0,0.62,38.0,0.38
PB2015.1297.2_0,66.0,0.66,34.0,0.34
PB2015.9307.1_10,56.0,0.56,44.0,0.44
PB2015.9307.1_11,58.0,0.58,42.0,0.42
PB2015.9307.1_12,60.0,0.6,40.0,0.4
PB2015.1445.1_144,46.0,0.46,54.0,0.54
PB2015.1445.1_145,40.0,0.4,60.0,0.6
PB2015.1445.1_146,40.0,0.4,60.0,0.6
PB2015.1445.1_147,44.0,0.44,56.0,0.56
PB2015.1445.1_140,54.0,0.54,46.0,0.46
PB2015.1445.1_141,58.0,0.58,42.0,0.42
PB2015.1445.1_142,52.0,0.52,48.0,0.48
PB2015.1445.1_143,46.0,0.46,54.0,0.54
PB2015.16129.7_20,60.0,0.6,40.0,0.4
PB2015.1445.1_149,50.0,0.5,50.0,0.5
PB2015.16129.7_22,56.0,0.56,44.0,0.44
PB2015.8692.2_15,66.0,0.66,34.0,0.34
PB2015.8692.2_14,70.0,0.7,30.0,0.3
PB2015.8692.2_17,62.0,0.62,38.0,0.38
PB2015.8692.2_16,64.0,0.64,36.0,0.36
PB2015.8692.2_11,62.0,0.62,38.0,0.38
PB2015.8692.2_10,62.0,0.62,38.0,0.38
PB2015.2086.3_19,56.0,0.56,44.0,0.44
PB2015.2086.3_18,58.0,0.58,42.0,0.42
PB2015.2086.3_17,54.0,0.54,46.0,0.46
PB2015.2086.3_16,56.0,0.56,44.0,0.44
PB2015.2086.3_15,52.0,0.52,48.0,0.48
PB2015.2086.3_14,46.0,0.46,54.0,0.54
PB2015.2086.3_13,38.0,0.38,62.0,0.62
PB2015.8692.2_18,62.0,0.62,38.0,0.38
PB2015.2086.3_11,44.0,0.44,56.0,0.56
PB2015.2086.3_10,52.0,0.52,48.0,0.48
PB2015.1603.11_48,64.0,0.64,36.0,0.36
PB2015.1603.11_49,62.0,0.62,38.0,0.38
PB2015.1603.11_40,62.0,0.62,38.0,0.38
PB2015.1603.11_41,60.0,0.6,40.0,0.4
PB2015.1603.11_42,64.0,0.64,36.0,0.36
PB2015.1603.11_43,68.0,0.68,32.0,0.32
PB2015.1603.11_44,74.0,0.74,26.0,0.26
PB2015.1603.11_45,66.0,0.66,34.0,0.34
PB2015.1603.11_46,66.0,0.66,34.0,0.34
PB2015.1603.11_47,62.0,0.62,38.0,0.38
PB2015.16129.7_9,60.0,0.6,40.0,0.4
PB2015.16129.7_8,54.0,0.54,46.0,0.46
PB2015.16129.7_5,54.0,0.54,46.0,0.46
PB2015.16129.7_4,64.0,0.64,36.0,0.36
PB2015.16129.7_7,54.0,0.54,46.0,0.46
PB2015.16129.7_6,52.0,0.52,48.0,0.48
PB2015.16129.7_1,68.0,0.68,32.0,0.32
PB2015.16129.7_0,72.0,0.72,28.0,0.28
PB2015.16129.7_3,56.0,0.56,44.0,0.44
PB2015.16129.7_2,64.0,0.64,36.0,0.36
PB2015.16392.1_17,64.0,0.64,36.0,0.36
PB2015.10163.2_1,66.0,0.66,34.0,0.34
PB2015.10163.2_2,66.0,0.66,34.0,0.34
PB2015.16392.1_14,58.0,0.58,42.0,0.42
PB2015.10163.2_4,58.0,0.58,42.0,0.42
PB2015.10163.2_5,60.0,0.6,40.0,0.4
PB2015.14658.6_42,66.0,0.66,34.0,0.34
PB2015.14658.6_43,52.0,0.52,48.0,0.48
PB2015.14658.6_40,62.0,0.62,38.0,0.38
PB2015.14658.6_41,68.0,0.68,32.0,0.32
PB2015.14658.6_46,40.0,0.4,60.0,0.6
PB2015.14658.6_47,34.0,0.34,66.0,0.66
PB2015.14658.6_44,46.0,0.46,54.0,0.54
PB2015.14658.6_45,48.0,0.48,52.0,0.52
PB2015.14658.6_48,40.0,0.4,60.0,0.6
PB2015.14658.6_49,38.0,0.38,62.0,0.62
PB2015.15533.5_9,70.0,0.7,30.0,0.3
PB2015.15533.5_8,64.0,0.64,36.0,0.36
PB2015.15533.5_3,60.0,0.6,40.0,0.4
PB2015.15533.5_2,54.0,0.54,46.0,0.46
PB2015.15533.5_1,54.0,0.54,46.0,0.46
PB2015.15533.5_0,54.0,0.54,46.0,0.46
PB2015.15533.5_7,64.0,0.64,36.0,0.36
PB2015.15533.5_6,54.0,0.54,46.0,0.46
PB2015.15533.5_5,56.0,0.56,44.0,0.44
PB2015.15533.5_4,56.0,0.56,44.0,0.44
PB2015.12543.4_109,60.0,0.6,40.0,0.4
PB2015.5194.1_22,46.0,0.46,54.0,0.54
PB2015.16623.2_9,56.0,0.56,44.0,0.44
PB2015.16623.2_8,60.0,0.6,40.0,0.4
PB2015.16623.2_5,54.0,0.54,46.0,0.46
PB2015.16623.2_4,58.0,0.58,42.0,0.42
PB2015.16623.2_7,70.0,0.7,30.0,0.3
PB2015.16623.2_6,54.0,0.54,46.0,0.46
PB2015.16623.2_1,50.0,0.5,50.0,0.5
PB2015.16623.2_0,48.0,0.48,52.0,0.52
PB2015.16623.2_3,56.0,0.56,44.0,0.44
PB2015.16623.2_2,54.0,0.54,46.0,0.46
PB2015.14353.10_6,44.0,0.44,56.0,0.56
PB2015.14091.4_0,52.0,0.52,48.0,0.48
PB2015.14353.10_2,68.0,0.68,32.0,0.32
PB2015.14091.4_2,56.0,0.56,44.0,0.44
PB2015.14091.4_3,64.0,0.64,36.0,0.36
PB2015.2809.1_2,66.0,0.66,34.0,0.34
PB2015.2809.1_3,60.0,0.6,40.0,0.4
PB2015.2809.1_0,62.0,0.62,38.0,0.38
PB2015.2809.1_1,64.0,0.64,36.0,0.36
PB2015.2809.1_6,62.0,0.62,38.0,0.38
PB2015.2809.1_7,66.0,0.66,34.0,0.34
PB2015.2809.1_4,60.0,0.6,40.0,0.4
PB2015.2809.1_5,60.0,0.6,40.0,0.4
PB2015.2809.1_8,66.0,0.66,34.0,0.34
PB2015.2809.1_9,66.0,0.66,34.0,0.34
PB2015.15532.4_26,54.0,0.54,46.0,0.46
PB2015.15532.4_27,54.0,0.54,46.0,0.46
PB2015.15532.4_24,58.0,0.58,42.0,0.42
PB2015.15532.4_25,58.0,0.58,42.0,0.42
PB2015.15532.4_22,58.0,0.58,42.0,0.42
PB2015.15532.4_23,54.0,0.54,46.0,0.46
PB2015.15532.4_20,70.0,0.7,30.0,0.3
PB2015.15532.4_21,64.0,0.64,36.0,0.36
PB2015.16495.1_3,54.0,0.54,46.0,0.46
PB2015.16495.1_2,58.0,0.58,42.0,0.42
PB2015.16495.1_1,58.0,0.58,42.0,0.42
PB2015.16495.1_0,58.0,0.58,42.0,0.42
PB2015.16495.1_7,54.0,0.54,46.0,0.46
PB2015.16495.1_6,50.0,0.5,50.0,0.5
PB2015.16495.1_5,50.0,0.5,50.0,0.5
PB2015.16495.1_4,46.0,0.46,54.0,0.54
PB2015.1602.2_48,68.0,0.68,32.0,0.32
PB2015.1602.2_49,64.0,0.64,36.0,0.36
PB2015.1602.2_42,58.0,0.58,42.0,0.42
PB2015.1602.2_43,58.0,0.58,42.0,0.42
PB2015.1602.2_40,48.0,0.48,52.0,0.52
PB2015.1602.2_41,54.0,0.54,46.0,0.46
PB2015.1602.2_46,66.0,0.66,34.0,0.34
PB2015.1602.2_47,66.0,0.66,34.0,0.34
PB2015.1602.2_44,62.0,0.62,38.0,0.38
PB2015.1602.2_45,60.0,0.6,40.0,0.4
PB2015.862.4_9,52.0,0.52,48.0,0.48
PB2015.862.4_8,62.0,0.62,38.0,0.38
PB2015.862.4_1,50.0,0.5,50.0,0.5
PB2015.862.4_0,50.0,0.5,50.0,0.5
PB2015.862.4_3,64.0,0.64,36.0,0.36
PB2015.862.4_2,58.0,0.58,42.0,0.42
PB2015.862.4_5,60.0,0.6,40.0,0.4
PB2015.862.4_4,66.0,0.66,34.0,0.34
PB2015.862.4_7,58.0,0.58,42.0,0.42
PB2015.862.4_6,62.0,0.62,38.0,0.38
PB2015.14547.4_23,48.0,0.48,52.0,0.52
PB2015.14547.4_22,56.0,0.56,44.0,0.44
PB2015.14547.4_21,44.0,0.44,56.0,0.56
PB2015.14547.4_20,52.0,0.52,48.0,0.48
PB2015.14547.4_26,38.0,0.38,62.0,0.62
PB2015.14547.4_25,48.0,0.48,52.0,0.52
PB2015.14547.4_24,50.0,0.5,50.0,0.5
PB2015.5384.1_5,64.0,0.64,36.0,0.36
PB2015.5384.1_4,64.0,0.64,36.0,0.36
PB2015.5384.1_1,64.0,0.64,36.0,0.36
PB2015.5384.1_0,62.0,0.62,38.0,0.38
PB2015.5384.1_3,68.0,0.68,32.0,0.32
PB2015.5384.1_2,62.0,0.62,38.0,0.38
PB2015.11794.1_178,66.0,0.66,34.0,0.34
PB2015.11794.1_179,64.0,0.64,36.0,0.36
PB2015.11794.1_172,52.0,0.52,48.0,0.48
PB2015.11794.1_173,54.0,0.54,46.0,0.46
PB2015.11794.1_170,48.0,0.48,52.0,0.52
PB2015.11794.1_171,50.0,0.5,50.0,0.5
PB2015.11794.1_176,60.0,0.6,40.0,0.4
PB2015.11794.1_177,70.0,0.7,30.0,0.3
PB2015.11794.1_174,52.0,0.52,48.0,0.48
PB2015.11794.1_175,62.0,0.62,38.0,0.38
PB2015.12543.4_90,60.0,0.6,40.0,0.4
PB2015.12543.4_91,54.0,0.54,46.0,0.46
PB2015.12543.4_92,56.0,0.56,44.0,0.44
PB2015.12543.4_93,56.0,0.56,44.0,0.44
PB2015.12543.4_94,56.0,0.56,44.0,0.44
PB2015.12543.4_95,60.0,0.6,40.0,0.4
PB2015.12543.4_96,58.0,0.58,42.0,0.42
PB2015.12543.4_97,54.0,0.54,46.0,0.46
PB2015.12543.4_98,60.0,0.6,40.0,0.4
PB2015.12543.4_99,56.0,0.56,44.0,0.44
PB2015.847.1_7,58.0,0.58,42.0,0.42
PB2015.847.1_6,52.0,0.52,48.0,0.48
PB2015.847.1_5,58.0,0.58,42.0,0.42
PB2015.847.1_4,56.0,0.56,44.0,0.44
PB2015.847.1_3,50.0,0.5,50.0,0.5
PB2015.847.1_2,44.0,0.44,56.0,0.56
PB2015.847.1_1,48.0,0.48,52.0,0.52
PB2015.847.1_0,62.0,0.62,38.0,0.38
PB2015.847.1_9,52.0,0.52,48.0,0.48
PB2015.847.1_8,60.0,0.6,40.0,0.4
PB2015.14257.4_12,48.0,0.48,52.0,0.52
PB2015.14257.4_13,40.0,0.4,60.0,0.6
PB2015.14257.4_10,52.0,0.52,48.0,0.48
PB2015.14257.4_11,56.0,0.56,44.0,0.44
PB2015.14257.4_14,34.0,0.34,66.0,0.66
PB2015.14257.4_15,36.0,0.36,64.0,0.64
PB2015.10030.1_6,68.0,0.68,32.0,0.32
PB2015.16257.1_2,62.0,0.62,38.0,0.38
PB2015.16257.1_1,66.0,0.66,34.0,0.34
PB2015.10030.1_5,60.0,0.6,40.0,0.4
PB2015.16145.7_9,52.0,0.52,48.0,0.48
PB2015.16145.7_8,66.0,0.66,34.0,0.34
PB2015.16145.7_7,68.0,0.68,32.0,0.32
PB2015.16145.7_6,70.0,0.7,30.0,0.3
PB2015.16145.7_5,64.0,0.64,36.0,0.36
PB2015.16145.7_4,66.0,0.66,34.0,0.34
PB2015.16145.7_3,74.0,0.74,26.0,0.26
PB2015.16145.7_2,74.0,0.74,26.0,0.26
PB2015.16145.7_1,74.0,0.74,26.0,0.26
PB2015.16145.7_0,74.0,0.74,26.0,0.26
PB2015.14886.1_48,54.0,0.54,46.0,0.46
PB2015.14886.1_49,56.0,0.56,44.0,0.44
PB2015.14886.1_46,56.0,0.56,44.0,0.44
PB2015.16522.26_1,64.0,0.64,36.0,0.36
PB2015.16522.26_2,64.0,0.64,36.0,0.36
PB2015.14886.1_45,54.0,0.54,46.0,0.46
PB2015.14886.1_42,48.0,0.48,52.0,0.52
PB2015.16522.26_5,50.0,0.5,50.0,0.5
PB2015.16522.26_6,60.0,0.6,40.0,0.4
